0;0;0;0;land;false;unknown;0
1;255;214;127;land;true;plains;0
2;255;165;109;land;true;plains;0
3;255;114;159;land;false;plains;0
4;182;142;232;land;true;plains;0
5;255;133;119;land;true;plains;0
6;255;132;130;land;false;plains;0
7;255;124;166;land;true;plains;0
8;191;183;255;land;true;plains;0
9;255;99;169;land;false;plains;0
10;255;195;84;land;true;plains;0
11;89;80;91;land;true;plains;0
12;255;71;190;land;true;plains;0
13;255;81;255;land;false;plains;0
14;255;96;162;land;false;plains;0
15;255;66;188;land;true;plains;0
16;193;163;230;land;true;plains;0
17;255;40;87;land;true;plains;0
18;255;40;183;land;true;plains;0
19;255;147;89;land;true;plains;0
20;255;135;135;land;true;plains;0
21;255;242;130;land;false;plains;0
22;255;33;147;land;true;plains;0
23;175;128;234;land;true;plains;0
24;206;255;252;land;false;plains;0
25;255;94;230;land;true;plains;0
26;193;25;255;land;true;plains;0
27;45;160;255;land;false;plains;0
28;114;6;247;land;true;plains;0
29;255;89;177;land;true;plains;0
30;231;81;255;land;false;plains;0
31;255;127;231;land;false;plains;0
32;67;0;255;land;true;plains;0
33;56;62;255;land;true;plains;0
34;130;79;194;land;true;plains;0
35;255;160;237;land;true;plains;0
36;45;38;255;land;true;plains;0
37;198;179;220;land;true;plains;0
38;81;139;255;land;false;plains;0
39;221;255;73;land;true;plains;0
40;104;8;223;land;true;plains;0
41;160;97;238;land;true;plains;0
42;214;132;255;land;false;plains;0
43;122;142;255;land;false;plains;0
44;133;87;191;land;true;plains;0
45;255;79;149;land;true;plains;0
46;150;125;153;land;true;plains;0
47;143;255;84;land;true;plains;0
48;168;112;237;land;false;plains;0
49;255;56;125;land;true;plains;0
50;86;7;185;land;true;plains;0
51;43;5;91;land;true;plains;0
52;255;17;132;land;true;plains;0
53;98;7;211;land;true;plains;0
54;117;45;207;land;true;plains;0
55;238;142;255;land;false;plains;0
56;140;176;255;land;false;plains;0
57;40;2;255;land;true;plains;0
58;255;109;201;land;true;plains;0
59;84;172;255;land;false;plains;0
60;244;150;255;land;false;plains;0
61;145;147;255;land;false;plains;0
62;109;119;255;land;false;plains;0
63;24;86;33;land;true;plains;0
64;107;119;255;land;true;plains;0
65;136;96;186;land;true;plains;0
66;255;45;73;land;true;plains;0
67;135;122;255;land;false;plains;0
68;110;33;208;land;false;plains;0
69;255;142;232;land;false;plains;0
70;155;86;241;land;false;plains;0
71;127;70;199;land;false;plains;0
72;255;147;205;land;true;plains;0
73;255;76;237;land;true;plains;0
74;240;132;255;land;false;plains;0
75;252;132;255;land;true;plains;0
76;255;130;175;land;false;plains;0
77;149;107;255;land;true;plains;0
78;74;7;157;land;false;plains;0
79;63;5;135;land;false;plains;0
80;9;59;56;land;true;plains;0
81;255;71;178;land;false;plains;0
82;35;101;120;land;true;plains;0
83;82;9;171;land;false;plains;0
84;255;124;211;land;true;plains;0
85;153;76;255;land;false;plains;0
86;122;159;255;land;false;plains;0
87;39;5;81;land;false;plains;0
88;199;71;255;land;false;plains;0
89;255;137;251;land;false;plains;0
90;48;131;255;land;false;plains;0
91;121;54;204;land;false;plains;0
92;140;106;183;land;true;plains;0
93;255;66;144;land;true;plains;0
94;255;53;73;land;false;plains;0
95;142;180;255;land;false;plains;0
96;21;9;70;land;true;plains;0
97;152;21;55;land;true;plains;0
98;255;76;192;land;false;plains;0
99;102;255;119;land;true;plains;0
100;55;6;116;land;false;plains;0
101;57;79;110;land;true;plains;0
102;144;114;181;land;false;plains;0
103;148;72;242;land;false;plains;0
104;40;190;255;land;false;plains;0
105;125;64;201;land;false;plains;0
106;20;14;44;land;true;plains;0
107;255;197;99;land;true;plains;0
108;34;5;71;land;false;plains;0
109;103;60;87;land;true;plains;0
110;255;86;193;land;false;plains;0
111;26;5;51;land;false;plains;0
112;255;119;241;land;false;plains;0
113;255;114;231;land;false;plains;0
114;109;255;255;land;false;plains;0
115;43;110;130;land;true;plains;0
116;50;6;105;land;false;plains;0
117;255;89;202;land;false;plains;0
118;152;104;255;land;false;plains;0
119;99;85;117;land;false;plains;0
120;197;18;64;land;true;plains;0
121;255;188;193;land;true;plains;0
122;68;109;255;land;true;plains;0
123;16;4;70;land;true;plains;0
124;107;210;255;land;false;plains;0
125;135;47;244;land;false;plains;0
126;33;166;255;land;false;plains;0
127;19;10;58;land;false;plains;0
128;255;73;146;land;false;plains;0
129;112;255;238;land;true;plains;0
130;122;230;255;land;true;plains;0
131;104;189;255;land;false;plains;0
132;145;123;173;land;false;plains;0
133;29;99;119;land;false;plains;0
134;139;55;243;land;false;plains;0
135;149;133;169;land;false;plains;0
136;223;70;223;land;true;plains;0
137;19;4;82;land;true;plains;0
138;109;199;255;land;false;plains;0
139;92;74;115;land;false;plains;0
140;40;255;226;land;true;plains;0
